Current Loan Amount,Credit Score,Annual Income,Monthly Income,Monthly Debt,Debt / Income Ratio,Credit History(Years),Months Delinquent,Open Accounts,Credit Problems,Credit Balance,Total Credit,Credit Usage Ratio,Bankruptcies
516538,731.0,4275171.0,356264.25,45601.71,0.1279996800127995,18.5,0.0,12,0,4882791,12563892,0.3886368173174363,0.0
264946,7260.0,1239446.0,103287.17,19831.06,0.19199925799109416,22.5,0.0,9,1,185212,357412,0.5182030821572863,1.0
121528,683.0,1405772.0,117147.67,15814.84,0.13499918521640253,9.1,0.0,4,0,83125,106370,0.7814703393814045,0.0
553630,704.0,1422929.0,118577.42,11833.96,0.09979943905003161,27.4,0.0,10,0,106590,358776,0.297093451066961,0.0
304414,0.0,0.0,0.0,19264.67,0.0,11.0,62.0,6,0,212059,297616,0.7125255362614913,0.0
173316,724.0,1964486.0,163707.17,31267.92,0.19099908696729653,25.8,22.0,9,0,289655,572352,0.5060784272615454,0.0
219010,703.0,1200591.0,100049.25,23611.68,0.2360005697194132,20.6,49.0,16,0,210444,302324,0.6960876410738148,0.0
99999999,747.0,1269124.0,105760.33,22844.46,0.2160021626256272,26.4,0.0,11,0,379202,570240,0.664986672278339,0.0
109318,0.0,0.0,0.0,4641.89,0.0,13.1,0.0,10,0,84322,224972,0.3748110876020127,0.0
748814,716.0,2079873.0,173322.75,28944.98,0.16700046589383102,9.1,0.0,11,0,298395,624800,0.4775848271446863,0.0
156288,708.0,862296.0,71858.0,21054.28,0.29299841353781064,13.0,0.0,14,1,218576,516494,0.4231917505334041,1.0
298650,720.0,928549.0,77379.08,16249.75,0.21000185062939491,27.6,26.0,11,0,46664,149688,0.31174175618620065,0.0
182512,0.0,0.0,0.0,11590.0,0.0,5.9,0.0,8,0,142823,283668,0.503486470098848,0.0
251878,727.0,1747962.0,145663.5,27093.43,0.1860001304376182,16.5,26.0,11,1,134102,278784,0.4810247359963269,0.0
99999999,699.0,1216361.0,101363.42,18853.51,0.1859991503838367,31.7,41.0,32,0,107578,2042106,0.052679929445386284,0.0
607860,658.0,1649922.0,137493.5,36848.41,0.2680011055068058,16.3,0.0,12,0,496983,721138,0.6891649032501408,0.0
515724,718.0,1026342.0,85528.5,8809.35,0.10299900033322226,15.0,0.0,12,0,353647,511214,0.6917787854010258,0.0
211046,721.0,1151172.0,95931.0,18418.79,0.19200039611804318,14.0,0.0,8,0,329194,459800,0.7159504132231405,0.0
178046,740.0,904305.0,75358.75,9721.35,0.12900094547746613,17.9,0.0,6,0,126483,180378,0.7012107906729202,0.0
155276,739.0,1341039.0,111753.25,11845.74,0.10599906490415267,10.2,0.0,10,0,252966,760782,0.33250786690536843,0.0
167552,0.0,0.0,0.0,35788.21,0.0,26.3,0.0,8,0,240521,439274,0.5475420807969513,0.0
266002,0.0,0.0,0.0,20444.76,0.0,18.1,0.0,10,0,244397,428120,0.5708609735588153,0.0
353452,713.0,953895.0,79491.25,11844.22,0.1490002987750224,19.1,0.0,7,0,294823,437096,0.6745039991214744,0.0
586212,723.0,1781364.0,148447.0,27907.77,0.18799820811468065,12.0,72.0,15,1,385187,946946,0.4067676509536975,1.0
134222,729.0,1957038.0,163086.5,31149.55,0.19100017475388828,18.0,0.0,10,0,565611,682198,0.8291009355055278,0.0
216634,665.0,1029021.0,85751.75,17493.11,0.20399711959231154,7.1,0.0,13,0,307705,864798,0.355811414920016,0.0
548570,634.0,1970870.0,164239.17,24143.11,0.14699970780417362,19.2,6.0,9,0,702943,895400,0.7850603082421265,0.0
114884,719.0,1107396.0,92283.0,21686.22,0.23499691167387277,6.5,0.0,7,0,49419,196614,0.25135036162226493,0.0
647944,747.0,1131659.0,94304.92,292.22,0.0030986718402390887,39.2,53.0,12,0,9595,1233848,0.00777648462371378,0.0
180246,740.0,1206386.0,100532.17,33979.98,0.3380010597602738,18.0,30.0,18,0,582768,933306,0.6244125720824681,0.0
99999999,730.0,1515041.0,126253.42,26008.34,0.2060010730798421,27.0,0.0,14,0,633251,2143966,0.29536429215761817,0.0
217580,722.0,845595.0,70466.25,22690.18,0.32200067408156385,11.5,0.0,15,0,291593,576180,0.5060796973168107,0.0
99999999,743.0,1423727.0,118643.92,27643.86,0.23299853882103694,16.2,0.0,7,0,445455,733700,0.6071350688292217,0.0
379280,0.0,0.0,0.0,12981.75,0.0,23.4,32.0,5,0,358815,419650,0.8550339568688192,0.0
99999999,743.0,869706.0,72475.5,7972.4,0.11000131078778345,23.4,36.0,8,0,62814,118646,0.5294236636717631,0.0
436480,692.0,1507840.0,125653.33,42470.7,0.3379990009019259,16.9,0.0,9,0,340841,467060,0.7297584892733268,0.0
405416,0.0,0.0,0.0,11785.7,0.0,30.5,0.0,10,0,524343,655644,0.7997373574683823,0.0
99999999,735.0,1482304.0,123525.33,32116.46,0.2599989815853963,13.2,0.0,19,0,553109,1067396,0.5181853782476232,0.0
247830,0.0,0.0,0.0,19933.85,0.0,18.0,47.0,11,0,558638,746064,0.7487802655000108,0.0
216458,748.0,654303.0,54525.25,6488.31,0.11899642826030142,23.0,0.0,10,0,204649,472032,0.4335489966781913,0.0
277398,741.0,973275.0,81106.25,17518.95,0.216,26.1,0.0,14,0,395257,782342,0.5052227798072966,0.0
612920,646.0,1733940.0,144495.0,18784.35,0.12999999999999998,21.6,17.0,14,0,599393,841236,0.7125146807792344,0.0
99999999,748.0,1440181.0,120015.08,24722.99,0.20599902945529847,25.1,0.0,11,0,356953,1025596,0.34804445415153723,0.0
111782,739.0,415074.0,34589.5,5880.12,0.1699972535017852,10.2,0.0,8,0,210691,910272,0.23145938796315826,0.0
99999999,733.0,1371458.0,114288.17,2537.26,0.022200547965725587,11.9,44.0,10,0,32794,165132,0.1985926410386842,0.0
243408,694.0,747460.0,62288.33,7786.01,0.12499949830088558,11.7,0.0,10,0,86849,207790,0.4179652533808172,0.0
219538,0.0,0.0,0.0,28974.24,0.0,12.8,20.0,14,0,387030,621566,0.6226691936174115,0.0
99999999,709.0,2741776.0,228481.33,32672.97,0.14300061190995345,23.3,0.0,13,0,657324,1071994,0.6131788051052525,0.0
646074,745.0,1562332.0,130194.33,6809.22,0.052300434281585075,16.6,0.0,21,0,60800,991562,0.061317396189043145,0.0
173096,716.0,597968.0,49830.67,11012.59,0.22100023941078858,17.0,17.0,21,0,101023,268268,0.37657491761969375,0.0
99999999,748.0,1500791.0,125065.92,7116.26,0.056900073177409166,34.3,0.0,9,0,352488,1766842,0.1995017098303074,0.0
409574,731.0,3632743.0,302728.58,64178.58,0.21200039983010524,32.4,0.0,22,0,1862266,2338732,0.796271654896756,0.0
236940,738.0,1799946.0,149995.5,21299.38,0.1420001266704668,21.5,22.0,16,0,307857,792132,0.38864355940676554,0.0
99999999,740.0,564015.0,47001.25,10105.34,0.21500151591712988,29.0,6.0,10,0,212002,437558,0.4845117675828119,0.0
295944,724.0,1251872.0,104322.67,10953.88,0.10499999664502452,20.7,62.0,7,2,106343,186582,0.5699531573249296,1.0
223036,711.0,1112393.0,92699.42,13904.96,0.1500005070150385,34.5,22.0,10,0,137750,187418,0.7349881014630398,0.0
93962,656.0,450300.0,37525.0,6229.15,0.16599999999999998,12.9,48.0,9,0,178961,236830,0.7556517333108137,0.0
344652,743.0,863170.0,71930.83,17047.75,0.2370019920526428,21.3,0.0,9,0,336034,564740,0.5950242589510217,0.0
216260,0.0,0.0,0.0,17405.52,0.0,16.0,0.0,10,0,368657,894938,0.4119357989045051,0.0
267388,0.0,0.0,0.0,21199.63,0.0,21.1,82.0,7,0,315115,510290,0.6175214093946579,0.0
157190,743.0,989064.0,82422.0,11703.81,0.14199861687413554,14.7,0.0,20,0,109592,526526,0.20814166821771385,0.0
325248,0.0,0.0,0.0,18086.48,0.0,17.8,0.0,14,0,241699,553102,0.43698811430803,0.0
781704,738.0,3086208.0,257184.0,36263.02,0.14100029550827423,16.2,40.0,6,0,247095,324016,0.7626012295689102,0.0
353694,668.0,954560.0,79546.67,17261.69,0.2170007870851162,13.8,0.0,12,0,295222,477444,0.6183384857700589,0.0
130856,719.0,4709150.0,392429.17,28843.52,0.07349993885520793,19.7,20.0,9,0,29849,67650,0.4412269031781227,0.0
219692,0.0,0.0,0.0,9216.33,0.0,10.5,0.0,4,0,494,95194,0.005189402693447066,0.0
438504,719.0,3313695.0,276141.25,27614.03,0.0999996559731659,20.0,3.0,14,0,284411,371250,0.7660902356902357,0.0
753830,722.0,1488080.0,124006.67,29141.63,0.2350005044083516,31.9,82.0,13,0,667280,1095930,0.6088710045349611,0.0
99999999,738.0,761900.0,63491.67,3942.88,0.06210074486936633,13.2,0.0,6,0,221882,562188,0.39467580240062045,0.0
270226,725.0,695761.0,57980.08,12117.82,0.20899971162509606,10.0,0.0,7,0,57855,132154,0.4377847057221121,0.0
472274,687.0,973465.0,81122.08,14683.2,0.18100127610140174,39.8,3.0,19,0,641953,2519748,0.2547687308413381,0.0
99999999,746.0,1578178.0,131514.83,20516.39,0.15600058183552382,13.0,0.0,9,0,210653,288002,0.7314289484100804,0.0
33198,702.0,764408.0,63700.67,8153.66,0.127999595608649,13.7,0.0,15,0,364021,670142,0.5431997994454907,0.0
220902,718.0,867141.0,72261.75,18932.55,0.26199960560047325,10.8,0.0,6,0,178790,225258,0.7937120990153513,0.0
553256,728.0,1968552.0,164046.0,28872.02,0.17599953671531157,20.1,7.0,13,1,233092,597102,0.39037216421984855,0.0
332750,641.0,889922.0,74160.17,20839.2,0.28100259209222417,12.1,5.0,7,0,46360,53680,0.8636363636363636,0.0
99999999,734.0,375706.0,31308.83,4339.41,0.1386001968134868,9.7,0.0,5,0,153387,308880,0.4965909090909091,0.0
217206,7330.0,937935.0,78161.25,15710.34,0.20099908842297173,16.3,0.0,11,0,210995,634590,0.332490269307742,0.0
442596,717.0,955605.0,79633.75,25323.58,0.3180005964807635,15.5,0.0,14,0,396910,731786,0.5423853421628727,0.0
316250,695.0,568005.0,47333.75,14578.89,0.308002007024586,25.8,42.0,8,0,317984,1022780,0.3109016601810751,0.0
243716,748.0,1722141.0,143511.75,25975.66,0.18100023168834609,19.0,70.0,11,0,100168,816816,0.12263226969109323,0.0
178706,730.0,1157556.0,96463.0,16302.19,0.16899940909986214,28.4,32.0,17,0,179797,473132,0.3800144568534785,0.0
43582,710.0,451668.0,37639.0,2107.86,0.0560020191822312,4.3,3.0,4,0,68191,304810,0.22371641350349397,0.0
430320,718.0,1576088.0,131340.67,16023.65,0.12200067199291734,20.9,0.0,7,1,57171,90178,0.6339794628401606,0.0
260062,735.0,1188526.0,99043.83,17481.14,0.1764990307826343,31.0,66.0,12,0,246183,904948,0.2720410454523354,0.0
722788,682.0,1714104.0,142842.0,36710.47,0.257000532056398,12.2,15.0,20,0,306033,984280,0.31092067297923354,0.0
297902,713.0,808317.0,67359.75,14482.56,0.21500317325999577,21.0,0.0,12,0,232560,359524,0.6468552864342854,0.0
86922,725.0,375364.0,31280.33,2590.08,0.0828021955011344,12.8,24.0,6,0,13870,99748,0.1390504070257048,0.0
356466,739.0,990926.0,82577.17,14781.43,0.17900141164924882,28.2,41.0,16,0,376314,935066,0.4024464583248669,0.0
128876,676.0,890473.0,74206.08,18477.31,0.24899994717413992,14.8,0.0,14,0,410970,726506,0.5656801182646806,0.0
99999999,713.0,881790.0,73482.5,14035.11,0.19099935358758888,13.9,0.0,9,1,47424,189354,0.25045153521974717,1.0
535656,648.0,1303134.0,108594.5,15854.93,0.1460012247397428,17.9,40.0,7,0,332291,465806,0.7133677968939859,0.0
616286,0.0,0.0,0.0,31301.55,0.0,14.0,0.0,14,0,181336,364540,0.49743786690075165,0.0
332090,734.0,1051593.0,87632.75,25150.49,0.28699875331996316,22.6,68.0,10,1,111378,497904,0.2236937240913911,1.0
99999999,751.0,3538199.0,294849.92,14831.02,0.05030023409875777,22.9,29.0,9,0,323380,826562,0.39123501927260146,0.0
67122,748.0,1325687.0,110473.92,12704.54,0.11500035483487868,11.4,0.0,18,0,219393,1316260,0.16667907556257883,0.0
437404,704.0,2833185.0,236098.75,61149.6,0.25900010059350165,21.3,6.0,18,0,108889,280170,0.38865331762858263,0.0
541486,642.0,1089403.0,90783.58,3985.44,0.0439004498390568,31.9,29.0,13,0,30400,246136,0.12350895439919395,0.0
223784,709.0,927694.0,77307.83,15770.76,0.20399951725459115,9.2,0.0,10,0,165699,337810,0.4905094579793375,0.0
108570,748.0,1612587.0,134382.25,5415.76,0.0403011558446149,17.4,0.0,5,0,23560,169378,0.13909716728264593,0.0
606760,724.0,1310050.0,109170.83,26091.94,0.239001022525889,12.0,0.0,11,0,353970,1061830,0.3333584472090636,0.0
224708,7220.0,1455495.0,121291.25,33355.07,0.274999804190327,17.7,8.0,14,0,119890,197758,0.606246017860213,0.0
322124,7510.0,1335301.0,111275.08,20585.93,0.18500036126687125,15.6,21.0,18,0,156636,902352,0.1735863609766477,0.0
219186,740.0,2233697.0,186141.42,29968.89,0.16100065208485032,18.4,23.0,26,0,242972,686158,0.3541050312027259,0.0
426404,0.0,0.0,0.0,25147.45,0.0,21.1,33.0,16,0,293436,564410,0.519898655232898,0.0
99999999,727.0,749284.0,62440.33,6556.33,0.10500152705791273,13.0,0.0,7,0,276792,438416,0.6313455713295135,0.0
86812,748.0,749664.0,62472.0,2586.28,0.04139902676399027,19.8,16.0,6,0,36404,97548,0.3731906343543691,0.0
258984,743.0,1509759.0,125813.25,11876.71,0.09439951674406312,18.3,0.0,4,0,157890,341088,0.46290106951871657,0.0
103664,733.0,410343.0,34195.25,2834.8,0.0829004028337269,9.4,0.0,5,0,61807,196614,0.3143570651123521,0.0
329648,0.0,0.0,0.0,4934.49,0.0,15.2,53.0,11,1,90060,254936,0.35326513320990366,1.0
519508,0.0,0.0,0.0,33368.94,0.0,26.3,51.0,16,0,770811,1832688,0.42059041146119797,0.0
606760,0.0,0.0,0.0,34778.74,0.0,21.1,12.0,13,0,743622,1411542,0.5268153551222705,0.0
443696,736.0,1245374.0,103781.17,20444.76,0.19699874264281275,25.5,0.0,7,0,981236,1270874,0.77209542409397,0.0
659538,6840.0,3654935.0,304577.92,29818.22,0.09790013668751826,13.5,0.0,9,0,190570,228668,0.8333916420312418,0.0
742280,698.0,1548348.0,129029.0,36385.95,0.2819982329553821,22.5,59.0,29,0,821864,1752542,0.4689553802419571,0.0
524986,687.0,1511336.0,125944.67,26952.26,0.21400079892225687,14.1,0.0,12,0,742539,975920,0.7608605213542093,0.0
107624,735.0,1635710.0,136309.17,30574.42,0.22430200403978687,28.1,56.0,9,0,305634,475662,0.6425444958815293,0.0
331826,748.0,1169203.0,97433.58,18278.38,0.18759836187893333,45.6,0.0,17,0,217683,1536876,0.1416399241057834,0.0
99999999,700.0,1110854.0,92571.17,4517.44,0.04879964248048285,15.3,48.0,4,0,162982,214676,0.7591999105628948,0.0
238568,726.0,686812.0,57234.33,17513.44,0.30599537026117013,5.5,0.0,8,0,47747,197472,0.2417912412899044,0.0
88924,723.0,1135706.0,94642.17,8337.96,0.08809983963808099,16.8,81.0,6,0,75753,271590,0.27892411355351815,0.0
133342,0.0,0.0,0.0,3090.73,0.0,23.0,29.0,7,0,102961,177694,0.5794286807658109,0.0
235884,734.0,711816.0,59318.0,23015.65,0.3880044843049328,10.4,0.0,15,1,357390,844536,0.4231791184745233,1.0
261998,0.0,0.0,0.0,9663.4,0.0,17.1,19.0,13,0,195415,557326,0.3506296135475467,0.0
33330,714.0,686679.0,57223.25,7668.02,0.1340018261807919,20.6,59.0,9,1,198892,324346,0.6132093505084076,0.0
580360,0.0,0.0,0.0,39325.82,0.0,17.2,21.0,12,0,882645,2011856,0.43872175742200237,0.0
108768,0.0,0.0,0.0,8869.01,0.0,18.6,0.0,8,0,245423,433180,0.5665612447481416,0.0
218834,0.0,0.0,0.0,9969.3,0.0,15.4,20.0,10,0,206891,363528,0.569119847714619,0.0
396242,720.0,1687599.0,140633.25,8564.63,0.060900462728408815,14.1,16.0,6,1,8626,34804,0.24784507527870359,0.0
324874,699.0,1060580.0,88381.67,14847.93,0.16799784389681707,21.0,12.0,6,0,63270,207526,0.30487746113739966,0.0
438548,672.0,1136238.0,94686.5,11835.86,0.12500050165546303,24.5,53.0,17,1,300143,609686,0.4922911137864409,1.0
777084,0.0,0.0,0.0,26623.94,0.0,26.7,0.0,13,0,3276284,145907344,0.02245455170508758,0.0
98824,679.0,1414607.0,117883.92,8428.78,0.0715006762584753,11.5,38.0,13,0,19171,118030,0.16242480725239347,0.0
209088,750.0,2280912.0,190076.0,32084.92,0.16880047980807675,37.6,0.0,9,0,850877,5795438,0.14681841130903306,0.0
99999999,728.0,612636.0,51053.0,2802.88,0.05490137700037216,22.0,0.0,14,1,50369,702636,0.07168576617195817,1.0
218416,7060.0,677179.0,56431.58,14897.71,0.26399597530319013,9.0,0.0,9,0,287090,356290,0.8057761935501979,0.0
143836,743.0,687971.0,57330.92,5434.95,0.09479962993791134,18.0,44.0,8,0,100890,304986,0.3308020696031949,0.0
325446,735.0,1386601.0,115550.08,20879.86,0.1806996585376661,18.0,0.0,9,0,240768,567776,0.4240545567265964,0.0
99999999,727.0,1781839.0,148486.58,10408.96,0.07010034172785178,16.8,74.0,7,0,93252,177584,0.5251148752139833,0.0
150414,704.0,742292.0,61857.67,8907.58,0.144001220867194,21.3,36.0,8,0,90725,137500,0.6598181818181819,0.0
369512,690.0,1216418.0,101368.17,11900.65,0.11740026479712518,16.2,72.0,6,1,365085,695266,0.5251011842949317,1.0
417032,696.0,1137378.0,94781.5,18198.01,0.1919995990778791,14.5,6.0,11,0,149587,379830,0.393826185398731,0.0
208736,0.0,0.0,0.0,11738.01,0.0,18.6,0.0,6,0,27626,463540,0.05959787720585063,0.0
327426,653.0,1263063.0,105255.25,12420.11,0.11799990974321946,19.8,13.0,9,0,241756,296846,0.8144155555405833,0.0
55638,747.0,922678.0,76889.83,6381.72,0.08299823266614063,17.7,0.0,6,0,212211,347050,0.6114709696009221,0.0
109384,688.0,370272.0,30856.0,4659.18,0.1509975369458128,5.9,0.0,15,0,147098,1290278,0.11400488886891041,0.0
334400,0.0,0.0,0.0,4411.42,0.0,17.9,53.0,12,0,84531,881870,0.09585426423395739,0.0
99999999,739.0,1683666.0,140305.5,23290.77,0.16600040625634777,16.7,0.0,7,1,283955,345026,0.8229959481314452,1.0
87626,728.0,1891830.0,157652.5,19548.91,0.124,13.3,0.0,9,2,118693,356972,0.33249946774536937,1.0
217470,733.0,619799.0,51649.92,10794.66,0.2089966451061299,17.4,29.0,8,0,131784,184734,0.7133716587092793,0.0
200354,0.0,0.0,0.0,12304.78,0.0,14.1,10.0,2,0,28918,33396,0.8659120852796742,0.0
61688,694.0,741228.0,61769.0,21371.96,0.3459981544140264,9.0,0.0,10,0,244188,525536,0.4646456189490349,0.0
217360,733.0,1689480.0,140790.0,37872.51,0.269,17.4,47.0,12,3,83467,165198,0.5052543008995266,0.0
99999999,742.0,1979439.0,164953.25,13196.26,0.08,15.3,65.0,10,0,708947,917180,0.7729638675069234,0.0
673728,738.0,2674725.0,222893.75,57729.6,0.2590005327650506,19.6,42.0,23,0,435575,723602,0.6019538365012811,0.0
176990,749.0,764256.0,63688.0,6432.64,0.10100238663484487,12.0,0.0,11,0,142709,376398,0.37914388493031315,0.0
331122,0.0,0.0,0.0,14298.45,0.0,21.3,80.0,17,0,331341,759726,0.43613223714865623,0.0
466246,716.0,1975012.0,164584.33,32916.74,0.19999923443501577,15.0,15.0,19,0,671688,1279190,0.5250885325870277,0.0
99999999,730.0,680162.0,56680.17,12186.22,0.2149997080107558,7.1,0.0,7,0,132335,373758,0.3540659999250852,0.0
785290,0.0,0.0,0.0,27992.32,0.0,21.5,6.0,24,0,457387,2364296,0.19345589553930642,0.0
376596,711.0,1144560.0,95380.0,13257.82,0.13899999999999998,9.5,0.0,10,0,154261,328966,0.46892687998151783,0.0
99999999,739.0,1730349.0,144195.75,25666.91,0.17800046117864085,16.5,78.0,9,0,261402,494560,0.5285546748625041,0.0
513436,0.0,0.0,0.0,32171.56,0.0,18.0,24.0,18,0,539296,984918,0.5475542126349605,0.0
770000,0.0,0.0,0.0,46383.75,0.0,17.8,40.0,21,0,252700,455048,0.5553260315395299,0.0
99999999,741.0,675773.0,56314.42,3187.25,0.056597404359309746,13.7,12.0,7,0,450053,677644,0.6641437096764673,0.0
767690,727.0,3409740.0,284145.0,71604.54,0.252,37.0,0.0,11,0,1457965,1909710,0.7634483769787036,0.0
527692,727.0,1139316.0,94943.0,32470.43,0.3419991995197118,7.1,0.0,18,0,378727,873554,0.43354732506519345,0.0
214764,750.0,1282766.0,106897.17,13896.6,0.12999969971141426,17.8,0.0,5,0,284202,637758,0.4456267110722249,0.0
439274,0.0,0.0,0.0,18710.25,0.0,25.2,0.0,8,0,16720,420948,0.039719870387791366,0.0
198374,0.0,0.0,0.0,14670.47,0.0,9.1,0.0,22,0,125799,566742,0.22196872651047567,0.0
55946,6820.0,278274.0,23189.5,3652.37,0.15750102417042194,9.0,0.0,4,0,100624,154330,0.6520054428821357,0.0
366410,715.0,1998591.0,166549.25,31977.38,0.1919995436785215,13.9,54.0,16,1,180348,619674,0.2910369000474443,1.0
99999999,719.0,1396215.0,116351.25,23735.75,0.20400081649316187,18.0,72.0,23,0,567093,868560,0.6529117159436308,0.0
486266,7330.0,1081917.0,90159.75,20466.23,0.2269996312101575,25.3,61.0,13,0,465519,1017038,0.4577203604978378,0.0
63162,743.0,846545.0,70545.42,13050.72,0.18499741017914414,22.2,49.0,18,0,180690,422664,0.4275026971779002,0.0
99999999,748.0,622896.0,51908.0,586.53,0.011299414348462664,17.8,0.0,5,0,16207,228976,0.07078034379148906,0.0
147840,741.0,1351850.0,112654.17,20277.94,0.1800016812515684,16.6,0.0,8,0,313709,437118,0.7176757763349942,0.0
777326,674.0,2090684.0,174223.67,30314.69,0.17399868800835155,32.9,59.0,16,0,739214,1050214,0.7038698779486847,0.0
168542,707.0,2328792.0,194066.0,24918.12,0.1284002349716076,21.4,0.0,6,0,735699,869264,0.8463470246093246,0.0
108966,740.0,865488.0,72124.0,3368.13,0.04669915700737619,19.0,0.0,5,0,128079,172062,0.7443770268856575,0.0
117172,740.0,735927.0,61327.25,16497.13,0.2690016265200217,24.1,45.0,10,0,115653,548834,0.21072491864571072,0.0
552310,6560.0,953990.0,79499.17,19238.64,0.2419979982180946,19.0,0.0,4,0,779019,905652,0.8601747691166143,0.0
236632,712.0,1031567.0,85963.92,16075.33,0.18700089525931343,15.0,22.0,15,0,197505,502590,0.39297439264609324,0.0
259732,0.0,0.0,0.0,9573.53,0.0,28.9,55.0,14,1,136135,255486,0.5328472010207995,1.0
159786,0.0,0.0,0.0,33272.42,0.0,22.6,0.0,10,1,104443,397848,0.26251985682974405,0.0
55792,718.0,1252670.0,104389.17,17954.81,0.17199878109961025,37.4,0.0,15,1,162051,486134,0.3333463612913312,1.0
540826,626.0,993719.0,82809.92,26416.46,0.3190011534849931,13.5,0.0,7,0,169233,436414,0.3877808686247462,0.0
55726,705.0,673778.0,56148.17,9208.16,0.1639975087344788,28.2,0.0,5,1,60116,100298,0.5993738658796786,1.0
157982,7150.0,416917.0,34743.08,9693.23,0.27899742912833286,7.6,0.0,16,0,291441,850014,0.3428661174992412,0.0
712712,0.0,0.0,0.0,12823.48,0.0,10.2,0.0,8,0,0,0,0.0,0.0
788480,723.0,2062336.0,171861.33,1460.72,0.008499410542208652,8.0,0.0,11,0,20596,1835174,0.011222914012513255,0.0
67650,718.0,1402200.0,116850.0,4428.71,0.03790081300813008,14.4,11.0,9,0,92872,212102,0.4378648008976813,0.0
112310,724.0,1454792.0,121232.67,10959.39,0.09039964227464428,8.5,0.0,7,0,64923,134706,0.4819607144447909,0.0
144782,706.0,981350.0,81779.17,11285.43,0.13799883271008986,16.1,0.0,15,0,561963,1031228,0.5449454436846168,0.0
62128,743.0,574902.0,47908.5,3660.16,0.07639896886773745,18.4,0.0,6,1,124697,290532,0.42920229096966944,1.0
99999999,704.0,191463.0,15955.25,191.52,0.01200357249181304,12.6,17.0,3,0,8360,99880,0.08370044052863436,0.0
257114,0.0,0.0,0.0,949.05,0.0,17.7,0.0,9,0,34390,217602,0.15804082683063575,0.0
136312,0.0,0.0,0.0,26370.48,0.0,28.3,18.0,11,0,284829,584760,0.48708701005540733,0.0
141240,709.0,816468.0,68039.0,13539.59,0.19899748673554873,16.5,0.0,12,0,242687,567688,0.4275006693817731,0.0
99999999,741.0,1288789.0,107399.08,21952.22,0.20439858516478912,18.8,0.0,7,0,500897,819192,0.6114525044189885,0.0
54142,747.0,1010097.0,84174.75,10016.8,0.11900005643022402,12.7,0.0,14,0,59299,205568,0.2884641578455791,0.0
778162,7270.0,4320315.0,360026.25,93966.78,0.2609998020977637,25.1,0.0,13,0,1326713,1755666,0.7556750543668329,0.0
246290,730.0,438463.0,36538.58,8294.07,0.22699486405875652,18.2,0.0,5,0,148732,184184,0.8075185683881336,0.0
724416,0.0,0.0,0.0,57218.12,0.0,18.0,40.0,17,0,257564,895576,0.2875959159245,0.0
591976,716.0,2082894.0,173574.5,21349.73,0.1230003831207925,15.5,34.0,17,0,523469,1023858,0.5112710942337707,0.0
634326,709.0,2379750.0,198312.5,43826.92,0.22099928143712574,28.5,0.0,11,0,1187804,1881462,0.6313196864991161,0.0
329384,747.0,986119.0,82176.58,13805.78,0.1680013940711575,13.0,20.0,10,0,494,190322,0.0025956011391221195,0.0
61908,731.0,468977.0,39081.42,5744.84,0.1469967058515274,7.1,0.0,9,0,118484,314644,0.37656526105694055,0.0
655050,702.0,1697175.0,141431.25,19941.83,0.14100016792611253,17.6,0.0,27,0,590254,1116742,0.5285500142378454,0.0
222442,744.0,1632936.0,136078.0,3823.75,0.028099692823233734,17.0,28.0,9,0,82631,191334,0.4318678332131247,0.0
99999999,742.0,1538088.0,128174.0,20123.47,0.1570011858879336,18.4,14.0,10,0,131689,637956,0.2064233270006082,0.0
296164,662.0,1213511.0,101125.92,13753.15,0.13600024602990016,12.5,34.0,9,0,43833,199056,0.22020436460091633,0.0
326172,0.0,0.0,0.0,20281.93,0.0,17.3,47.0,15,0,303525,467346,0.6494652784018693,0.0
99999999,749.0,2511420.0,209285.0,14796.44,0.07069995460735361,20.5,5.0,8,0,151563,1262514,0.12004856975843436,0.0
641652,0.0,0.0,0.0,28396.45,0.0,27.5,66.0,23,0,541899,1646920,0.3290378403322566,0.0
174548,0.0,0.0,0.0,18067.86,0.0,9.4,28.0,9,0,116983,371140,0.31519911623646063,0.0
107888,732.0,1229794.0,102482.83,10453.23,0.10199981792071901,20.1,46.0,10,0,196099,556512,0.3523715571272497,0.0
436040,711.0,979108.0,81592.33,10851.66,0.13299853062168956,10.7,65.0,12,0,252301,495176,0.5095178280045882,0.0
321794,720.0,1259833.0,104986.08,23831.7,0.22699866496586976,26.0,0.0,10,1,180994,291060,0.6218442932728647,1.0
43164,743.0,279623.0,23301.92,4310.72,0.18499419790300545,12.5,0.0,5,0,35435,135872,0.26079692651907677,0.0
438768,728.0,3031488.0,252624.0,54819.37,0.2169998495788207,25.8,33.0,32,0,1380977,2448732,0.5639559576139814,0.0
179828,737.0,1358994.0,113249.5,6058.72,0.05349886754466907,21.2,23.0,3,0,92872,112376,0.8264398092119314,0.0
433840,722.0,1124040.0,93670.0,20045.38,0.21400000000000002,15.4,0.0,12,0,456209,793166,0.5751746797013487,0.0
222310,0.0,0.0,0.0,18927.42,0.0,17.6,0.0,19,0,236626,462044,0.5121287150141545,0.0
173514,722.0,1273779.0,106148.25,3481.75,0.032800823376739605,10.1,28.0,7,0,91941,268818,0.3420195076222574,0.0
315436,744.0,1673577.0,139464.75,38492.29,0.27600013623514186,19.6,0.0,8,0,384503,622666,0.6175108324527114,0.0
